,nodule_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,1,0.02042699232697487,0.8086718916893005,-1.5584605932235718,-2.0608909130096436,0.9094995260238647,-0.7255644798278809,0.43350160121917725,0.7996443510055542,-0.9407563209533691,0.5913301706314087,0.005261577665805817,0.17328807711601257,-1.9260783195495605,0.7108731269836426,0.8504801988601685,-0.5293613076210022,-0.2152204066514969,-0.15422043204307556,-0.46993494033813477,-0.18119603395462036,-0.6056407690048218,0.10109907388687134,-0.9936214089393616,0.833838701248169,-0.8595340847969055,-0.7496424913406372,0.9241971969604492,0.6776584386825562,0.4353469908237457,0.5171463489532471,0.02315647341310978,-0.890887439250946,-0.8615700006484985,0.125223770737648,0.05875773727893829,-0.3328153192996979,-1.2437621355056763,1.6269440650939941,-1.0388792753219604,-1.1245375871658325,-0.37294265627861023,-2.3208136558532715,-1.3090388774871826,0.5152469277381897,-1.2521796226501465,-0.16248628497123718,-1.4221043586730957,1.0960131883621216,0.46710309386253357,0.4332437515258789,0.5290266275405884,0.7885696887969971,0.241476908326149,-0.5042184591293335,0.7690685987472534,-0.05489746108651161,0.7101902961730957,-0.10076180100440979,0.6585917472839355,0.028458228334784508,0.07573859393596649,-0.38851863145828247,0.04987478256225586,-1.0083905458450317
1,2,0.7619012594223022,0.3318217098712921,-0.5199622511863708,-1.3083375692367554,0.6071202754974365,-1.0744774341583252,0.03272818773984909,0.5870198011398315,-0.41968870162963867,0.5347508788108826,1.0577600002288818,0.04666174575686455,-1.1824522018432617,0.6187003254890442,1.047450065612793,-1.3659560680389404,-0.06062579154968262,-0.9280010461807251,-0.839226484298706,0.6042242646217346,-0.675125241279602,0.726560115814209,-0.04500006139278412,0.4376736283302307,-0.656488299369812,-0.15982836484909058,0.319235235452652,0.6965022087097168,-0.12403537333011627,0.35143956542015076,0.021372709423303604,-1.593713641166687,0.7234172821044922,-1.1372289657592773,0.15702535212039948,-0.13158035278320312,-1.081337571144104,1.5313304662704468,-0.15512219071388245,-0.428393691778183,-0.6010878086090088,-1.8830398321151733,-0.08221606910228729,0.185931995511055,-1.5677366256713867,-0.7141448855400085,-0.45103734731674194,1.2911770343780518,-0.051556073129177094,0.2570607364177704,-1.0509310960769653,-0.28976860642433167,-1.1707547903060913,0.3694990873336792,-0.863128662109375,-0.08665446937084198,0.590121865272522,0.8073984980583191,0.1836213618516922,1.1455159187316895,0.10371817648410797,-0.37059855461120605,0.9149007797241211,-1.3151251077651978
2,3,-0.048571906983852386,0.4074959456920624,-0.999290406703949,-1.4945706129074097,0.760185182094574,-0.8826494216918945,0.2589421570301056,0.8119180798530579,-0.3587259352207184,0.31294235587120056,0.2723216414451599,0.12775596976280212,-1.6313809156417847,0.5916882157325745,0.703144371509552,-0.8186406493186951,-0.45114853978157043,-1.1486608982086182,-0.49787619709968567,-0.5207480192184448,-0.26856809854507446,-0.26402828097343445,-0.7136317491531372,0.8390804529190063,-1.010485291481018,-0.6745573282241821,0.8286604881286621,0.4245189130306244,-0.39114513993263245,0.316928505897522,0.02115926891565323,-0.28085190057754517,-0.5227659940719604,0.210557758808136,0.055083394050598145,-0.05112664774060249,-1.0034334659576416,1.0395632982254028,-0.5527739524841309,-0.6519531011581421,-0.6751666069030762,-2.084531545639038,-0.8221343159675598,0.19217292964458466,-0.7518869042396545,-0.44143736362457275,-1.0340192317962646,0.7726883888244629,0.32814815640449524,0.4944905936717987,0.6865109801292419,0.9025478363037109,0.0526161789894104,-0.2145570069551468,0.23176318407058716,-0.06026444584131241,0.9732197523117065,-0.3318486213684082,0.11460904777050018,-0.10369914770126343,0.08073291927576065,0.017746679484844208,0.13736684620380402,-1.2412887811660767
3,4,-0.4703241288661957,0.7414333820343018,-0.13990718126296997,-0.02043144777417183,-0.07235314697027206,-0.33813825249671936,0.2029757797718048,-0.09968872368335724,0.18943080306053162,-0.04598310962319374,-0.4858734607696533,-0.01879875361919403,-0.2064606100320816,0.15458959341049194,0.12523044645786285,-0.3872271180152893,-0.16753187775611877,0.3024294972419739,-0.41083064675331116,-0.5666285753250122,-0.011288190260529518,-0.16285835206508636,-0.006516408175230026,-0.398009717464447,-0.42450955510139465,-0.10373159497976303,-0.13145224750041962,-0.12453329563140869,0.26653385162353516,-0.17674937844276428,0.025726383551955223,0.3294695019721985,-0.37567850947380066,0.300934374332428,0.18554383516311646,0.20036908984184265,-0.42739126086235046,-0.12150165438652039,-0.3019828796386719,0.16116619110107422,-0.3760347068309784,-0.07451768219470978,-0.9107086062431335,0.34279316663742065,0.21984665095806122,-0.16945870220661163,-0.01372121274471283,0.0390666201710701,0.21209195256233215,-0.1809089183807373,0.2552734613418579,-0.15239126980304718,0.07673512399196625,-0.5949316024780273,-0.004825476557016373,-0.04649427905678749,0.18500614166259766,-0.32615306973457336,-0.5156553387641907,-0.2611720561981201,-0.03195209428668022,-0.35100772976875305,0.3280467391014099,-0.6757699847221375
4,5,1.3954052925109863,1.4787873029708862,-0.7653705477714539,-0.04797369986772537,0.409384548664093,0.20402711629867554,-0.43992117047309875,0.4119071960449219,0.21966738998889923,-0.4189620614051819,0.4780724048614502,0.5203836560249329,-0.265105664730072,0.17577654123306274,0.5331884026527405,0.10518506169319153,-0.16102293133735657,-1.0340888500213623,-0.2805039584636688,0.5627058744430542,-0.14184921979904175,-0.4139307737350464,-0.3228019177913666,-0.3288435637950897,0.079131580889225,-0.10053467005491257,-0.20472753047943115,0.4950351119041443,0.47996148467063904,0.02423030324280262,0.001125384122133255,0.11504174768924713,-0.2911361753940582,-0.13294857740402222,0.10812856256961823,-0.9105587601661682,-0.22085240483283997,-0.23006626963615417,-0.336927205324173,0.33774334192276,0.3032774329185486,-0.526303768157959,0.7120857238769531,0.28343096375465393,-0.06586182117462158,-0.21584448218345642,-0.010493174195289612,0.5417252779006958,-0.1931251585483551,0.3086549937725067,0.12377975881099701,0.4675810933113098,-0.383445143699646,-0.6228646039962769,-0.28586554527282715,-0.010374143719673157,-0.13295531272888184,-0.11544261872768402,0.13452692329883575,0.6685107946395874,0.08568624407052994,-1.4159883260726929,0.6243314743041992,-0.3386281430721283
5,6,0.42925938963890076,0.6255365014076233,0.4983728528022766,0.3496570587158203,-0.0016228267922997475,-0.027198851108551025,-0.32509177923202515,-0.06069622188806534,0.42408010363578796,0.08422136306762695,0.0910353735089302,0.1433812528848648,0.4693923890590668,-0.1520773470401764,0.07791784405708313,0.7903735637664795,0.8257543444633484,1.0828028917312622,-0.004796377383172512,-0.2133796215057373,0.28302061557769775,0.21213923394680023,-0.05156877636909485,-0.6728640794754028,0.35419487953186035,0.238961324095726,-0.659936249256134,-0.12301240861415863,0.10485097765922546,0.385322630405426,-0.003875456750392914,0.7805184125900269,0.1153671145439148,-0.49696019291877747,0.11279360949993134,-0.046466726809740067,0.2671509087085724,-0.09866148233413696,-0.15312448143959045,0.022629057988524437,0.26567864418029785,0.526594340801239,-0.29124879837036133,0.058500971645116806,0.6322371959686279,0.4938182830810547,0.012698300182819366,-0.5412628650665283,0.39979034662246704,-0.23141717910766602,0.3905859589576721,0.029730286449193954,-0.18324880301952362,0.1438266634941101,-0.21854110062122345,-0.010907815769314766,-0.26956436038017273,0.021854829043149948,-0.49000200629234314,-0.2507045269012451,-0.018454009667038918,0.12084714323282242,0.5348174571990967,0.1461150050163269
6,9,0.926932156085968,-0.044845566153526306,0.38177672028541565,0.2725446820259094,0.005100913345813751,0.47893813252449036,-0.8103779554367065,-0.023605311289429665,0.4726073145866394,-0.3756328225135803,0.17615747451782227,0.32710692286491394,0.991052508354187,-0.16691137850284576,-0.08042162656784058,0.09906241297721863,-0.4482991397380829,-0.5372167825698853,-0.014991391450166702,0.5211291313171387,0.02166820876300335,-0.8202506303787231,0.4325309097766876,0.055526718497276306,-0.5682949423789978,0.6433738470077515,-0.5488533973693848,-0.17085056006908417,-0.13924141228199005,-0.09011498093605042,0.0117341922596097,-0.6637883186340332,-0.11833412945270538,-0.6610754728317261,0.041901975870132446,-0.9965282082557678,0.04817427694797516,0.11287936568260193,-0.07361026108264923,-0.0822075605392456,-0.08021993935108185,0.43421241641044617,1.4335724115371704,-0.10616417229175568,0.6405864357948303,-0.10536246746778488,1.2320599555969238,1.2938052415847778,0.1381796896457672,0.2595463693141937,-0.5670583248138428,-0.2395830750465393,-1.279906988143921,-0.21271853148937225,-1.0705646276474,0.02376713789999485,-0.41244032979011536,0.35024604201316833,0.4790875315666199,-0.09685077518224716,0.019014209508895874,-0.18813085556030273,0.2941609025001526,-0.7794346213340759
7,10,0.43818241357803345,0.1444825977087021,0.2518443167209625,0.2971261739730835,-0.4788374900817871,0.1485147476196289,-0.43524566292762756,-0.3674011826515198,0.3907589614391327,-0.17622078955173492,0.26971304416656494,0.5594261288642883,0.1873205602169037,-0.0894831120967865,-0.28085437417030334,-0.07929491996765137,-0.17946434020996094,0.5323963165283203,-0.3465637266635895,-0.3089353144168854,0.28755682706832886,-0.6229264140129089,0.6514323353767395,-0.15032745897769928,-0.3574860692024231,-0.08189208805561066,-0.16453854739665985,-0.2889438271522522,-0.40165355801582336,-0.3905041813850403,0.004987056367099285,0.1758691668510437,0.414242148399353,-0.7160476446151733,0.1502794325351715,-0.1814393699169159,-0.2734126150608063,0.6854430437088013,0.32382988929748535,-0.4288597106933594,-0.12479090690612793,-0.20700989663600922,0.04871463030576706,-0.07197223603725433,0.3727683126926422,-0.3250894844532013,0.14225944876670837,0.9023934602737427,0.04883045703172684,-0.4134361147880554,-0.6570727825164795,-0.42783352732658386,-0.9035820364952087,-0.081713005900383,-1.1734598875045776,-0.016874324530363083,0.014364173635840416,0.07194703072309494,-0.27971112728118896,-0.37478798627853394,-0.02632005140185356,-0.016123957931995392,0.4807928800582886,-0.6204726099967957
8,11,-0.7341386079788208,0.17012599110603333,-0.40222620964050293,-0.5275034308433533,0.011002933606505394,-0.7340520620346069,-0.09968122094869614,0.192983940243721,0.14235389232635498,-0.011786874383687973,-0.1599845141172409,0.16261427104473114,-0.8140367865562439,0.3543616235256195,0.3196818232536316,-0.38336318731307983,-0.8823368549346924,0.0027383118867874146,-0.3049581050872803,-0.5931164622306824,-0.22901004552841187,-0.2331414371728897,0.44578003883361816,0.3663960099220276,-0.3024604916572571,-0.1563207358121872,0.33067601919174194,-0.00016828253865242004,0.23219546675682068,0.01040736585855484,0.028423316776752472,0.5423523187637329,-0.038342349231243134,0.11874373257160187,0.14423762261867523,-0.1882651001214981,-0.49598073959350586,-0.44766324758529663,0.37052056193351746,0.14907316863536835,-0.19994515180587769,-0.7199059724807739,-1.015665054321289,0.7235459089279175,-0.348198801279068,-0.4165849983692169,-0.32085302472114563,0.912323534488678,0.23084235191345215,-0.05754374712705612,0.036103226244449615,-0.03916965425014496,-0.22824297845363617,-0.7442083954811096,0.14726433157920837,-0.06418705731630325,1.0084058046340942,-0.04908284917473793,-0.5409170389175415,-0.005079586990177631,0.008977716788649559,-0.8945098519325256,0.10790278017520905,-0.4794059991836548
9,13,-0.9940491914749146,-0.4454970061779022,-0.5822519063949585,-1.4628382921218872,0.5393886566162109,-0.8448224067687988,0.11209449917078018,0.5987328886985779,-0.7347110509872437,0.6655930280685425,-0.17263169586658478,-0.20860300958156586,-1.2314987182617188,0.5523802042007446,0.5128201246261597,-0.5622142553329468,-0.14914338290691376,0.47618240118026733,-0.2869029641151428,-0.23753276467323303,-0.5727797746658325,0.2763238549232483,-0.40246716141700745,1.3130306005477905,-0.10965459793806076,-0.4023265540599823,0.9618123173713684,0.5009573101997375,0.24915212392807007,0.5714479684829712,0.03075132519006729,-0.4209112823009491,-0.36412879824638367,0.6858775615692139,-0.08384864032268524,0.05852055922150612,-0.601554274559021,0.4944194555282593,-0.2266949713230133,-0.7030551433563232,0.0783659964799881,-1.1003667116165161,-0.7519405484199524,0.3006429970264435,-0.9612088799476624,0.12382548302412033,-1.0837067365646362,-0.09619858860969543,0.6430502533912659,0.5454704761505127,0.9992163777351379,0.9653011560440063,0.7175013422966003,-0.3301517963409424,1.1918648481369019,-0.017873646691441536,0.23700720071792603,0.4830198884010315,0.646910548210144,-0.015600201673805714,0.06801742315292358,-0.19405585527420044,-0.3736225366592407,-0.09112764894962311
